2024-10-29 12:44:54,589 p=1391626 u=lavender n=ansible | PLAY [Total Removal] **********************************************************************************************************************************************************************
            "status": "active"
        },
        "ifupdown-pre.service": {
            "name": "ifupdown-pre.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "ifupdown-wait-online.service": {
            "name": "ifupdown-wait-online.service",
            "source": "systemd",
            "state": "inactive",
            "status": "disabled"
        },
        "influxd.service": {
            "name": "influxd.service",
            "source": "systemd",
            "state": "active",
            "status": "alias"
        },
        "influxdb.service": {
            "name": "influxdb.service",
            "source": "systemd",
            "state": "running",
            "status": "enabled"
        },
        "initrd-cleanup.service": {
            "name": "initrd-cleanup.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "initrd-parse-etc.service": {
            "name": "initrd-parse-etc.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "initrd-switch-root.service": {
            "name": "initrd-switch-root.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "initrd-udevadm-cleanup-db.service": {
            "name": "initrd-udevadm-cleanup-db.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "kbd.service": {
            "name": "kbd.service",
            "source": "systemd",
            "state": "stopped",
            "status": "not-found"
        },
        "keyboard-setup.service": {
            "name": "keyboard-setup.service",
            "source": "systemd",
            "state": "stopped",
            "status": "enabled"
        },
        "keyboard-setup.sh": {
            "name": "keyboard-setup.sh",
            "source": "sysv",
            "state": "stopped"
        },
        "kmod": {
            "name": "kmod",
            "source": "sysv",
            "state": "running"
        },
        "kmod-static-nodes.service": {
            "name": "kmod-static-nodes.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "kmod.service": {
            "name": "kmod.service",
            "source": "systemd",
            "state": "active",
            "status": "alias"
        },
        "logrotate.service": {
            "name": "logrotate.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "loki.service": {
            "name": "loki.service",
            "source": "systemd",
            "state": "stopped",
            "status": "inactive"
        },
        "man-db.service": {
            "name": "man-db.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "modprobe@.service": {
            "name": "modprobe@.service",
            "source": "systemd",
            "state": "unknown",
            "status": "static"
        },
        "modprobe@configfs.service": {
            "name": "modprobe@configfs.service",
            "source": "systemd",
            "state": "stopped",
            "status": "inactive"
        },
        "modprobe@dm_mod.service": {
            "name": "modprobe@dm_mod.service",
            "source": "systemd",
            "state": "stopped",
            "status": "inactive"
        },
        "modprobe@drm.service": {
            "name": "modprobe@drm.service",
            "source": "systemd",
            "state": "stopped",
            "status": "inactive"
        },
        "modprobe@efi_pstore.service": {
            "name": "modprobe@efi_pstore.service",
            "source": "systemd",
            "state": "stopped",
            "status": "inactive"
        },
        "modprobe@fuse.service": {
            "name": "modprobe@fuse.service",
            "source": "systemd",
            "state": "stopped",
            "status": "inactive"
        },
        "modprobe@loop.service": {
            "name": "modprobe@loop.service",
            "source": "systemd",
            "state": "stopped",
            "status": "inactive"
        },
        "networking": {
            "name": "networking",
            "source": "sysv",
            "state": "running"
        },
        "networking.service": {
            "name": "networking.service",
            "source": "systemd",
            "state": "stopped",
            "status": "enabled"
        },
        "nftables.service": {
            "name": "nftables.service",
            "source": "systemd",
            "state": "inactive",
            "status": "disabled"
        },
        "pam_namespace.service": {
            "name": "pam_namespace.service",
            "source": "systemd",
            "state": "inactive",
            "status": "static"
        },
        "plymouth-quit-wait.service": {
            "name": "plymouth-quit-wait.service",
            "source": "systemd",
            "state": "stopped",
            "status": "not-found"
        },
        "plymouth-start.service": {
            "name": "plymouth-start.service",
            "source": "systemd",
            "state": "stopped",
            "status": "not-found"
        },
        "procps": {
            "name": "procps",
            "source": "sysv",
            "state": "running"
        },
        "procps.service": {
            "name": "procps.service",
            "source": "systemd",
            "state": "active",
            "status": "alias"
        },
        "qemu-guest-agent": {
            "name": "qemu-guest-agent",
            "source": "sysv",
            "state": "stopped"
        },
        "qemu-guest-agent.service": {
            "name": "qemu-guest-agent.service",
            "source": "systemd",
            "state": "inactive",
            "status": "static"
        },
        "quotaon.service": {
            "name": "quotaon.service",
            "source": "systemd",
            "state": "inactive",
            "status": "static"
        },
        "rc-local.service": {
            "name": "rc-local.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "rc.service": {
            "name": "rc.service",
            "source": "systemd",
            "state": "inactive",
            "status": "masked"
        },
        "rcS.service": {
            "name": "rcS.service",
            "source": "systemd",
            "state": "inactive",
            "status": "masked"
        },
        "rescue.service": {
            "name": "rescue.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "serial-getty@.service": {
            "name": "serial-getty@.service",
            "source": "systemd",
            "state": "unknown",
            "status": "disabled"
        },
        "ssh": {
            "name": "ssh",
            "source": "sysv",
            "state": "running"
        },
        "ssh.service": {
            "name": "ssh.service",
            "source": "systemd",
            "state": "running",
            "status": "enabled"
        },
        "sshd.service": {
            "name": "sshd.service",
            "source": "systemd",
            "state": "active",
            "status": "alias"
        },
        "sudo": {
            "name": "sudo",
            "source": "sysv",
            "state": "stopped"
        },
        "sudo.service": {
            "name": "sudo.service",
            "source": "systemd",
            "state": "inactive",
            "status": "masked"
        },
        "syslog.service": {
            "name": "syslog.service",
            "source": "systemd",
            "state": "stopped",
            "status": "not-found"
        },
        "system-update-cleanup.service": {
            "name": "system-update-cleanup.service",
            "source": "systemd",
            "state": "inactive",
            "status": "static"
        },
        "systemd-ask-password-console.service": {
            "name": "systemd-ask-password-console.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "systemd-ask-password-wall.service": {
            "name": "systemd-ask-password-wall.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "systemd-backlight@.service": {
            "name": "systemd-backlight@.service",
            "source": "systemd",
            "state": "unknown",
            "status": "static"
        },
        "systemd-binfmt.service": {
            "name": "systemd-binfmt.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "systemd-boot-check-no-failures.service": {
            "name": "systemd-boot-check-no-failures.service",
            "source": "systemd",
            "state": "inactive",
            "status": "disabled"
        },
        "systemd-exit.service": {
            "name": "systemd-exit.service",
            "source": "systemd",
            "state": "inactive",
            "status": "static"
        },
        "systemd-firstboot.service": {
            "name": "systemd-firstboot.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "systemd-fsck-root.service": {
            "name": "systemd-fsck-root.service",
            "source": "systemd",
            "state": "stopped",
            "status": "enabled-runtime"
        },
        "systemd-fsck@.service": {
            "name": "systemd-fsck@.service",
            "source": "systemd",
            "state": "unknown",
            "status": "static"
        },
        "systemd-fsckd.service": {
            "name": "systemd-fsckd.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "systemd-halt.service": {
            "name": "systemd-halt.service",
            "source": "systemd",
            "state": "inactive",
            "status": "static"
        },
        "systemd-hibernate-resume@.service": {
            "name": "systemd-hibernate-resume@.service",
            "source": "systemd",
            "state": "unknown",
            "status": "static"
        },
        "systemd-hibernate.service": {
            "name": "systemd-hibernate.service",
            "source": "systemd",
            "state": "inactive",
            "status": "static"
        },
        "systemd-hostnamed.service": {
            "name": "systemd-hostnamed.service",
            "source": "systemd",
            "state": "inactive",
            "status": "static"
        },
        "systemd-hwdb-update.service": {
            "name": "systemd-hwdb-update.service",
            "source": "systemd",
            "state": "stopped",
            "status": "not-found"
        },
        "systemd-hybrid-sleep.service": {
            "name": "systemd-hybrid-sleep.service",
            "source": "systemd",
            "state": "inactive",
            "status": "static"
        },
        "systemd-initctl.service": {
            "name": "systemd-initctl.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "systemd-journal-flush.service": {
            "name": "systemd-journal-flush.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "systemd-journald.service": {
            "name": "systemd-journald.service",
            "source": "systemd",
            "state": "running",
            "status": "static"
        },
        "systemd-journald@.service": {
            "name": "systemd-journald@.service",
            "source": "systemd",
            "state": "unknown",
            "status": "static"
        },
        "systemd-kexec.service": {
            "name": "systemd-kexec.service",
            "source": "systemd",
            "state": "inactive",
            "status": "static"
        },
        "systemd-localed.service": {
            "name": "systemd-localed.service",
            "source": "systemd",
            "state": "inactive",
            "status": "static"
        },
        "systemd-logind.service": {
            "name": "systemd-logind.service",
            "source": "systemd",
            "state": "running",
            "status": "static"
        },
        "systemd-machine-id-commit.service": {
            "name": "systemd-machine-id-commit.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "systemd-modules-load.service": {
            "name": "systemd-modules-load.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "systemd-network-generator.service": {
            "name": "systemd-network-generator.service",
            "source": "systemd",
            "state": "inactive",
            "status": "disabled"
        },
        "systemd-networkd-wait-online.service": {
            "name": "systemd-networkd-wait-online.service",
            "source": "systemd",
            "state": "inactive",
            "status": "disabled"
        },
        "systemd-networkd-wait-online@.service": {
            "name": "systemd-networkd-wait-online@.service",
            "source": "systemd",
            "state": "unknown",
            "status": "disabled"
        },
        "systemd-networkd.service": {
            "name": "systemd-networkd.service",
            "source": "systemd",
            "state": "stopped",
            "status": "disabled"
        },
        "systemd-oomd.service": {
            "name": "systemd-oomd.service",
            "source": "systemd",
            "state": "stopped",
            "status": "not-found"
        },
        "systemd-pcrphase-initrd.service": {
            "name": "systemd-pcrphase-initrd.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "systemd-pcrphase-sysinit.service": {
            "name": "systemd-pcrphase-sysinit.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "systemd-pcrphase.service": {
            "name": "systemd-pcrphase.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "systemd-poweroff.service": {
            "name": "systemd-poweroff.service",
            "source": "systemd",
            "state": "inactive",
            "status": "static"
        },
        "systemd-pstore.service": {
            "name": "systemd-pstore.service",
            "source": "systemd",
            "state": "stopped",
            "status": "enabled"
        },
        "systemd-quotacheck.service": {
            "name": "systemd-quotacheck.service",
            "source": "systemd",
            "state": "inactive",
            "status": "static"
        },
        "systemd-random-seed.service": {
            "name": "systemd-random-seed.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "systemd-reboot.service": {
            "name": "systemd-reboot.service",
            "source": "systemd",
            "state": "inactive",
            "status": "static"
        },
        "systemd-remount-fs.service": {
            "name": "systemd-remount-fs.service",
            "source": "systemd",
            "state": "stopped",
            "status": "enabled-runtime"
        },
        "systemd-repart.service": {
            "name": "systemd-repart.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "systemd-rfkill.service": {
            "name": "systemd-rfkill.service",
            "source": "systemd",
            "state": "inactive",
            "status": "static"
        },
        "systemd-suspend-then-hibernate.service": {
            "name": "systemd-suspend-then-hibernate.service",
            "source": "systemd",
            "state": "inactive",
            "status": "static"
        },
        "systemd-suspend.service": {
            "name": "systemd-suspend.service",
            "source": "systemd",
            "state": "inactive",
            "status": "static"
        },
        "systemd-sysctl.service": {
            "name": "systemd-sysctl.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "systemd-sysext.service": {
            "name": "systemd-sysext.service",
            "source": "systemd",
            "state": "stopped",
            "status": "disabled"
        },
        "systemd-sysusers.service": {
            "name": "systemd-sysusers.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "systemd-time-wait-sync.service": {
            "name": "systemd-time-wait-sync.service",
            "source": "systemd",
            "state": "inactive",
            "status": "disabled"
        },
        "systemd-timedated.service": {
            "name": "systemd-timedated.service",
            "source": "systemd",
            "state": "inactive",
            "status": "static"
        },
        "systemd-timesyncd.service": {
            "name": "systemd-timesyncd.service",
            "source": "systemd",
            "state": "running",
            "status": "enabled"
        },
        "systemd-tmpfiles-clean.service": {
            "name": "systemd-tmpfiles-clean.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "systemd-tmpfiles-setup-dev.service": {
            "name": "systemd-tmpfiles-setup-dev.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "systemd-tmpfiles-setup.service": {
            "name": "systemd-tmpfiles-setup.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "systemd-udev-settle.service": {
            "name": "systemd-udev-settle.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "systemd-udev-trigger.service": {
            "name": "systemd-udev-trigger.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "systemd-udevd.service": {
            "name": "systemd-udevd.service",
            "source": "systemd",
            "state": "running",
            "status": "static"
        },
        "systemd-update-done.service": {
            "name": "systemd-update-done.service",
            "source": "systemd",
            "state": "stopped",
            "status": "not-found"
        },
        "systemd-update-utmp-runlevel.service": {
            "name": "systemd-update-utmp-runlevel.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "systemd-update-utmp.service": {
            "name": "systemd-update-utmp.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "systemd-user-sessions.service": {
            "name": "systemd-user-sessions.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "systemd-vconsole-setup.service": {
            "name": "systemd-vconsole-setup.service",
            "source": "systemd",
            "state": "stopped",
            "status": "not-found"
        },
        "systemd-volatile-root.service": {
            "name": "systemd-volatile-root.service",
            "source": "systemd",
            "state": "inactive",
            "status": "static"
        },
        "udev": {
            "name": "udev",
            "source": "sysv",
            "state": "running"
        },
        "udev.service": {
            "name": "udev.service",
            "source": "systemd",
            "state": "active",
            "status": "alias"
        },
        "user-runtime-dir@.service": {
            "name": "user-runtime-dir@.service",
            "source": "systemd",
            "state": "unknown",
            "status": "static"
        },
        "user-runtime-dir@0.service": {
            "name": "user-runtime-dir@0.service",
            "source": "systemd",
            "state": "stopped",
            "status": "active"
        },
        "user-runtime-dir@1000.service": {
            "name": "user-runtime-dir@1000.service",
            "source": "systemd",
            "state": "stopped",
            "status": "active"
        },
        "user@.service": {
            "name": "user@.service",
            "source": "systemd",
            "state": "unknown",
            "status": "static"
        },
        "user@0.service": {
            "name": "user@0.service",
            "source": "systemd",
            "state": "running",
            "status": "active"
        },
        "user@1000.service": {
            "name": "user@1000.service",
            "source": "systemd",
            "state": "running",
            "status": "active"
        },
        "x11-common.service": {
            "name": "x11-common.service",
            "source": "systemd",
            "state": "inactive",
            "status": "masked"
        }
    }
}
2024-10-29 16:26:24,003 p=1419922 u=lavender n=ansible | TASK [telegraf : set_fact] ***********************************************************************************************************************************************************************************************************************************
2024-10-29 16:26:24,021 p=1419922 u=lavender n=ansible | ok: [monitor2]
2024-10-29 16:26:24,034 p=1419922 u=lavender n=ansible | TASK [telegraf : Is the service: {{ package }} running?] *****************************************************************************************************************************************************************************************************
2024-10-29 16:26:24,049 p=1419922 u=lavender n=ansible | ok: [monitor2] => {
    "service_running": {
        "name": "systemd-hostnamed.service",
        "source": "systemd",
        "state": "inactive",
        "status": "static"
    }
}
2024-10-29 16:26:24,059 p=1419922 u=lavender n=ansible | TASK [telegraf : Systemd stop {{ package }}] *****************************************************************************************************************************************************************************************************************
2024-10-29 16:26:24,075 p=1419922 u=lavender n=ansible | fatal: [monitor2]: FAILED! => {"msg": "The task includes an option with an undefined variable. The error was: 'package' is undefined. 'package' is undefined\n\nThe error appears to be in '/home/lavender/sandbox/ansible/LabProvisioning/ProvisionCollection/telegraf/tasks/main.yml': line 55, column 5, but may\nbe elsewhere in the file depending on the exact syntax problem.\n\nThe offending line appears to be:\n\n\n  - name: \"Systemd stop {{ package }}\"\n    ^ here\nWe could be wrong, but this one looks like it might be an issue with\nmissing quotes. Always quote template expression brackets when they\nstart a value. For instance:\n\n    with_items:\n      - {{ foo }}\n\nShould be written as:\n\n    with_items:\n      - \"{{ foo }}\"\n"}
2024-10-29 16:26:24,076 p=1419922 u=lavender n=ansible | PLAY RECAP ***************************************************************************************************************************************************************************************************************************************************
2024-10-29 16:26:24,076 p=1419922 u=lavender n=ansible | monitor2                   : ok=5    changed=0    unreachable=0    failed=1    skipped=4    rescued=0    ignored=0   
2024-10-29 16:28:17,837 p=1420418 u=lavender n=ansible | PLAY [Total Removal] ***********************************************************************************************************************************************************************************************************
2024-10-29 16:28:17,843 p=1420418 u=lavender n=ansible | TASK [Gathering Facts] *********************************************************************************************************************************************************************************************************
2024-10-29 16:28:18,783 p=1420418 u=lavender n=ansible | ok: [monitor2]
2024-10-29 16:28:18,789 p=1420418 u=lavender n=ansible | TASK [telegraf : Package install] **********************************************************************************************************************************************************************************************
2024-10-29 16:28:18,801 p=1420418 u=lavender n=ansible | skipping: [monitor2]
2024-10-29 16:28:18,809 p=1420418 u=lavender n=ansible | TASK [telegraf : Configure the plugins] ****************************************************************************************************************************************************************************************
2024-10-29 16:28:18,819 p=1420418 u=lavender n=ansible | skipping: [monitor2]
2024-10-29 16:28:18,826 p=1420418 u=lavender n=ansible | TASK [telegraf : sometimes /etc/telegraf.conf does not get created???] *********************************************************************************************************************************************************
2024-10-29 16:28:18,836 p=1420418 u=lavender n=ansible | skipping: [monitor2]
2024-10-29 16:28:18,841 p=1420418 u=lavender n=ansible | TASK [telegraf : Configure default file] ***************************************************************************************************************************************************************************************
2024-10-29 16:28:18,850 p=1420418 u=lavender n=ansible | skipping: [monitor2]
2024-10-29 16:28:18,856 p=1420418 u=lavender n=ansible | TASK [telegraf : Populate service facts] ***************************************************************************************************************************************************************************************
2024-10-29 16:28:20,056 p=1420418 u=lavender n=ansible | ok: [monitor2]
2024-10-29 16:28:20,059 p=1420418 u=lavender n=ansible | TASK [telegraf : debug] ********************************************************************************************************************************************************************************************************
2024-10-29 16:28:20,127 p=1420418 u=lavender n=ansible | ok: [monitor2] => {
    "ansible_facts.services": {
        "NetworkManager.service": {
            "name": "NetworkManager.service",
            "source": "systemd",
            "state": "stopped",
            "status": "not-found"
        },
        "apparmor": {
            "name": "apparmor",
            "source": "sysv",
            "state": "running"
        },
        "apparmor.service": {
            "name": "apparmor.service",
            "source": "systemd",
            "state": "stopped",
            "status": "enabled"
        },
        "apt-daily-upgrade.service": {
            "name": "apt-daily-upgrade.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "apt-daily.service": {
            "name": "apt-daily.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "auditd.service": {
            "name": "auditd.service",
            "source": "systemd",
            "state": "stopped",
            "status": "not-found"
        },
        "autovt@.service": {
            "name": "autovt@.service",
            "source": "systemd",
            "state": "unknown",
            "status": "alias"
        },
        "connman.service": {
            "name": "connman.service",
            "source": "systemd",
            "state": "stopped",
            "status": "not-found"
        },
        "console-getty.service": {
            "name": "console-getty.service",
            "source": "systemd",
            "state": "inactive",
            "status": "disabled"
        },
        "console-screen.service": {
            "name": "console-screen.service",
            "source": "systemd",
            "state": "stopped",
            "status": "not-found"
        },
        "console-setup.service": {
            "name": "console-setup.service",
            "source": "systemd",
            "state": "stopped",
            "status": "enabled"
        },
        "console-setup.sh": {
            "name": "console-setup.sh",
            "source": "sysv",
            "state": "stopped"
        },
        "container-getty@.service": {
            "name": "container-getty@.service",
            "source": "systemd",
            "state": "unknown",
            "status": "static"
        },
        "cron": {
            "name": "cron",
            "source": "sysv",
            "state": "running"
        },
        "cron.service": {
            "name": "cron.service",
            "source": "systemd",
            "state": "running",
            "status": "enabled"
        },
        "cryptdisks-early.service": {
            "name": "cryptdisks-early.service",
            "source": "systemd",
            "state": "inactive",
            "status": "masked"
        },
        "cryptdisks.service": {
            "name": "cryptdisks.service",
            "source": "systemd",
            "state": "inactive",
            "status": "masked"
        },
        "dbus": {
            "name": "dbus",
            "source": "sysv",
            "state": "running"
        },
        "dbus-org.freedesktop.hostname1.service": {
            "name": "dbus-org.freedesktop.hostname1.service",
            "source": "systemd",
            "state": "inactive",
            "status": "alias"
        },
        "dbus-org.freedesktop.locale1.service": {
            "name": "dbus-org.freedesktop.locale1.service",
            "source": "systemd",
            "state": "inactive",
            "status": "alias"
        },
        "dbus-org.freedesktop.login1.service": {
            "name": "dbus-org.freedesktop.login1.service",
            "source": "systemd",
            "state": "active",
            "status": "alias"
        },
        "dbus-org.freedesktop.timedate1.service": {
            "name": "dbus-org.freedesktop.timedate1.service",
            "source": "systemd",
            "state": "inactive",
            "status": "alias"
        },
        "dbus-org.freedesktop.timesync1.service": {
            "name": "dbus-org.freedesktop.timesync1.service",
            "source": "systemd",
            "state": "active",
            "status": "alias"
        },
        "dbus.service": {
            "name": "dbus.service",
            "source": "systemd",
            "state": "running",
            "status": "static"
        },
        "debug-shell.service": {
            "name": "debug-shell.service",
            "source": "systemd",
            "state": "inactive",
            "status": "disabled"
        },
        "display-manager.service": {
            "name": "display-manager.service",
            "source": "systemd",
            "state": "stopped",
            "status": "not-found"
        },
        "dpkg-db-backup.service": {
            "name": "dpkg-db-backup.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "e2scrub@.service": {
            "name": "e2scrub@.service",
            "source": "systemd",
            "state": "unknown",
            "status": "static"
        },
        "e2scrub_all.service": {
            "name": "e2scrub_all.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "e2scrub_fail@.service": {
            "name": "e2scrub_fail@.service",
            "source": "systemd",
            "state": "unknown",
            "status": "static"
        },
        "e2scrub_reap.service": {
            "name": "e2scrub_reap.service",
            "source": "systemd",
            "state": "stopped",
            "status": "enabled"
        },
        "emergency.service": {
            "name": "emergency.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "fstrim.service": {
            "name": "fstrim.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "getty-static.service": {
            "name": "getty-static.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "getty@.service": {
            "name": "getty@.service",
            "source": "systemd",
            "state": "unknown",
            "status": "enabled"
        },
        "getty@tty1.service": {
            "name": "getty@tty1.service",
            "source": "systemd",
            "state": "running",
            "status": "active"
        },
        "hwclock.service": {
            "name": "hwclock.service",
            "source": "systemd",
            "state": "inactive",
            "status": "masked"
        },
        "hwclock.sh": {
            "name": "hwclock.sh",
            "source": "sysv",
            "state": "stopped"
        },
        "ifup@.service": {
            "name": "ifup@.service",
            "source": "systemd",
            "state": "unknown",
            "status": "static"
        },
        "ifup@ens18.service": {
            "name": "ifup@ens18.service",
            "source": "systemd",
            "state": "stopped",
            "status": "active"
        },
        "ifupdown-pre.service": {
            "name": "ifupdown-pre.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "ifupdown-wait-online.service": {
            "name": "ifupdown-wait-online.service",
            "source": "systemd",
            "state": "inactive",
            "status": "disabled"
        },
        "influxd.service": {
            "name": "influxd.service",
            "source": "systemd",
            "state": "active",
            "status": "alias"
        },
        "influxdb.service": {
            "name": "influxdb.service",
            "source": "systemd",
            "state": "running",
            "status": "enabled"
        },
        "initrd-cleanup.service": {
            "name": "initrd-cleanup.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "initrd-parse-etc.service": {
            "name": "initrd-parse-etc.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "initrd-switch-root.service": {
            "name": "initrd-switch-root.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "initrd-udevadm-cleanup-db.service": {
            "name": "initrd-udevadm-cleanup-db.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "kbd.service": {
            "name": "kbd.service",
            "source": "systemd",
            "state": "stopped",
            "status": "not-found"
        },
        "keyboard-setup.service": {
            "name": "keyboard-setup.service",
            "source": "systemd",
            "state": "stopped",
            "status": "enabled"
        },
        "keyboard-setup.sh": {
            "name": "keyboard-setup.sh",
            "source": "sysv",
            "state": "stopped"
        },
        "kmod": {
            "name": "kmod",
            "source": "sysv",
            "state": "running"
        },
        "kmod-static-nodes.service": {
            "name": "kmod-static-nodes.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "kmod.service": {
            "name": "kmod.service",
            "source": "systemd",
            "state": "active",
            "status": "alias"
        },
        "logrotate.service": {
            "name": "logrotate.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "loki.service": {
            "name": "loki.service",
            "source": "systemd",
            "state": "stopped",
            "status": "inactive"
        },
        "man-db.service": {
            "name": "man-db.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "modprobe@.service": {
            "name": "modprobe@.service",
            "source": "systemd",
            "state": "unknown",
            "status": "static"
        },
        "modprobe@configfs.service": {
            "name": "modprobe@configfs.service",
            "source": "systemd",
            "state": "stopped",
            "status": "inactive"
        },
        "modprobe@dm_mod.service": {
            "name": "modprobe@dm_mod.service",
            "source": "systemd",
            "state": "stopped",
            "status": "inactive"
        },
        "modprobe@drm.service": {
            "name": "modprobe@drm.service",
            "source": "systemd",
            "state": "stopped",
            "status": "inactive"
        },
        "modprobe@efi_pstore.service": {
            "name": "modprobe@efi_pstore.service",
            "source": "systemd",
            "state": "stopped",
            "status": "inactive"
        },
        "modprobe@fuse.service": {
            "name": "modprobe@fuse.service",
            "source": "systemd",
            "state": "stopped",
            "status": "inactive"
        },
        "modprobe@loop.service": {
            "name": "modprobe@loop.service",
            "source": "systemd",
            "state": "stopped",
            "status": "inactive"
        },
        "networking": {
            "name": "networking",
            "source": "sysv",
            "state": "running"
        },
        "networking.service": {
            "name": "networking.service",
            "source": "systemd",
            "state": "stopped",
            "status": "enabled"
        },
        "nftables.service": {
            "name": "nftables.service",
            "source": "systemd",
            "state": "inactive",
            "status": "disabled"
        },
        "pam_namespace.service": {
            "name": "pam_namespace.service",
            "source": "systemd",
            "state": "inactive",
            "status": "static"
        },
        "plymouth-quit-wait.service": {
            "name": "plymouth-quit-wait.service",
            "source": "systemd",
            "state": "stopped",
            "status": "not-found"
        },
        "plymouth-start.service": {
            "name": "plymouth-start.service",
            "source": "systemd",
            "state": "stopped",
            "status": "not-found"
        },
        "procps": {
            "name": "procps",
            "source": "sysv",
            "state": "running"
        },
        "procps.service": {
            "name": "procps.service",
            "source": "systemd",
            "state": "active",
            "status": "alias"
        },
        "qemu-guest-agent": {
            "name": "qemu-guest-agent",
            "source": "sysv",
            "state": "stopped"
        },
        "qemu-guest-agent.service": {
            "name": "qemu-guest-agent.service",
            "source": "systemd",
            "state": "inactive",
            "status": "static"
        },
        "quotaon.service": {
            "name": "quotaon.service",
            "source": "systemd",
            "state": "inactive",
            "status": "static"
        },
        "rc-local.service": {
            "name": "rc-local.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "rc.service": {
            "name": "rc.service",
            "source": "systemd",
            "state": "inactive",
            "status": "masked"
        },
        "rcS.service": {
            "name": "rcS.service",
            "source": "systemd",
            "state": "inactive",
            "status": "masked"
        },
        "rescue.service": {
            "name": "rescue.service",
            "source": "systemd",
            "state": "stopped",
            "status": "static"
        },
        "serial-getty@.service": {
            "name": "serial-getty@.service",
            "source": "systemd",
            "state": "unknown",
            "status": "disabled"
        },
        "ssh": {
            "name": "ssh",
            "source": "sysv",
            "state": "running"
        },
        "ssh.service": {
            "name": "ssh.service",
            "source": "systemd",
            "state": "running",
            "status": "enabled"
        },
        "sshd.service": {
            "name": "sshd.service",
            "source": "systemd",
            "state": "active",
            "status": "alias"
        },
        "sudo": {
            "name": "sudo",
            "source": "sysv",
            "state": "stopped"
        },
        "sudo.service": {
            "name": "sudo.service",
            "source": "systemd",
            "state": "inactive",
            "status": "masked"
        },
        "syslog.service": {
            "name": "syslog.service",
            "source": "systemd",
            "state": "stopped",
            "status": "not-found"
        },
        "system-update-cleanup.service": {
            "name": "system-update-cleanup.service",
            "source": "systemd",
            "state": "inactive",
            "status": "static"
        },
        "systemd-ask-password-console.service": {
